service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
CALEND-832-833-Κυριακή-04,0,0,0,0,0,0,1,20161204,20170625
CALEND-832-833-Σάββατο-04,0,0,0,0,0,1,0,20161203,20170701
CALEND-837-Καθημερινή-07,1,1,1,1,1,0,0,20161201,20170630
CALEND-837-Κυριακή-06,0,0,0,0,0,0,1,20161204,20170625
CALEND-837-Σάββατο-08,0,0,0,0,0,1,0,20161203,20170701
CALEND-838-914-Καθημερινή-03,1,1,1,1,1,0,0,20161201,20170630
CALEND-838-914-Κυριακή-04,0,0,0,0,0,0,1,20161204,20170625
CALEND-838-914-Σάββατο-04,0,0,0,0,0,1,0,20161203,20170701
CALEND-843-Καθημερινή-10,1,1,1,1,1,0,0,20161201,20170630
CALEND-843-Κυριακή-08,0,0,0,0,0,0,1,20161204,20170625
CALEND-843-Σάββατο-10,0,0,0,0,0,1,0,20161203,20170701
CALEND-845-871-Καθημερινή-04,1,1,1,1,1,0,0,20161201,20170630
CALEND-845-871-Κυριακή-03,0,0,0,0,0,0,1,20161204,20170625
CALEND-845-871-Σάββατο-02,0,0,0,0,0,1,0,20161203,20170701
CALEND-846-847-Καθημερινή-06,1,1,1,1,1,0,0,20161201,20170630
CALEND-846-847-Κυριακή-08,0,0,0,0,0,0,1,20161204,20170625
CALEND-846-847-Σάββατο-06,0,0,0,0,0,1,0,20161203,20170701
CALEND-852-Καθημερινή-03,1,1,1,1,1,0,0,20161201,20170630
CALEND-852-Κυριακή-03,0,0,0,0,0,0,1,20161204,20170625
CALEND-852-Σάββατο-03,0,0,0,0,0,1,0,20161203,20170701
CALEND-856-Καθημερινή-07,1,1,1,1,1,0,0,20161201,20170630
CALEND-856-Κυριακή-06,0,0,0,0,0,0,1,20161204,20170625
CALEND-856-Σάββατο-05,0,0,0,0,0,1,0,20161203,20170701
CALEND-859-Καθημερινή-04,1,1,1,1,1,0,0,20161201,20170630
CALEND-859-Κυριακή-02,0,0,0,0,0,0,1,20161204,20170625
CALEND-859-Σάββατο-02,0,0,0,0,0,1,0,20161203,20170701
CALEND-860-Καθημερινή-07,1,1,1,1,1,0,0,20161201,20170630
CALEND-860-Κυριακή-04,0,0,0,0,0,0,1,20161204,20170625
CALEND-860-Σάββατο-05,0,0,0,0,0,1,0,20161203,20170701
CALEND-891-Καθημερινή-07,1,1,1,1,1,0,0,20161201,20170630
CALEND-891-Κυριακή-06,0,0,0,0,0,0,1,20161204,20170625
CALEND-891-Σάββατο-08,0,0,0,0,0,1,0,20161203,20170701
CALEND-892-Καθημερινή-08,1,1,1,1,1,0,0,20161201,20170630
CALEND-892-Κυριακή-06,0,0,0,0,0,0,1,20161204,20170625
CALEND-892-Σάββατο-09,0,0,0,0,0,1,0,20161203,20170701
CALEND-904-Καθημερινή-09,1,1,1,1,1,0,0,20161201,20170630
CALEND-904-Κυριακή-07,0,0,0,0,0,0,1,20161204,20170625
CALEND-904-Σάββατο-08,0,0,0,0,0,1,0,20161203,20170701
CALEND-906-Καθημερινή-05,1,1,1,1,1,0,0,20161201,20170630
CALEND-906-Κυριακή-05,0,0,0,0,0,0,1,20161204,20170625
CALEND-906-Σάββατο-06,0,0,0,0,0,1,0,20161203,20170701
CALEND-909-Καθημερινή-14,1,1,1,1,1,0,0,20161201,20170630
CALEND-909-Κυριακή-09,0,0,0,0,0,0,1,20161204,20170625
CALEND-909-Σάββατο-08,0,0,0,0,0,1,0,20161203,20170701
CALEND-910-Καθημερινή-10,1,1,1,1,1,0,0,20161201,20170630
CALEND-910-Κυριακή-11,0,0,0,0,0,0,1,20161204,20170625
CALEND-910-Σάββατο-11,0,0,0,0,0,1,0,20161203,20170701
CALEND-911-Καθημερινή-05,1,1,1,1,1,0,0,20161201,20170630
CALEND-915-Καθημερινή-08,1,1,1,1,1,0,0,20161201,20170630
CALEND-915-Κυριακή-07,0,0,0,0,0,0,1,20161204,20170625
CALEND-915-Σάββατο-09,0,0,0,0,0,1,0,20161203,20170701
CALEND-Α1-Καθημερινή-11,1,1,1,1,1,0,0,20161201,20170630
CALEND-Α1-Κυριακή-16,0,0,0,0,0,0,1,20161204,20170625
CALEND-Α1-Σάββατο-12,0,0,0,0,0,1,0,20161203,20170701
CALEND-Α10-Β10-Καθημερινή-08,1,1,1,1,1,0,0,20161201,20170630
CALEND-Α10-Β10-Κυριακή-08,0,0,0,0,0,0,1,20161204,20170625
CALEND-Α10-Β10-Σάββατο-06,0,0,0,0,0,1,0,20161203,20170701
CALEND-Α11-Β11-Καθημερινή-15,1,1,1,1,1,0,0,20161201,20170630
CALEND-Α11-Β11-Κυριακή-11,0,0,0,0,0,0,1,20161204,20170625
CALEND-Α11-Β11-Σάββατο-12,0,0,0,0,0,1,0,20161203,20170701
CALEND-Α13-Καθημερινή-07,1,1,1,1,1,0,0,20161201,20170630
CALEND-Α13-Κυριακή-09,0,0,0,0,0,0,1,20161204,20170625
CALEND-Α13-Σάββατο-07,0,0,0,0,0,1,0,20161203,20170701
CALEND-Α15-Καθημερινή-09,1,1,1,1,1,0,0,20161201,20170630
CALEND-Α15-Κυριακή-09,0,0,0,0,0,0,1,20161204,20170625
CALEND-Α15-Σάββατο-07,0,0,0,0,0,1,0,20161203,20170701
CALEND-Α16-876-Καθημερινή-03,1,1,1,1,1,0,0,20161201,20170630
CALEND-Α16-876-Κυριακή-01,0,0,0,0,0,0,1,20161204,20170625
CALEND-Α16-876-Σάββατο-01,0,0,0,0,0,1,0,20161203,20170701
CALEND-Α2-Καθημερινή-13,1,1,1,1,1,0,0,20161201,20170630
CALEND-Α2-Κυριακή-10,0,0,0,0,0,0,1,20161204,20170625
CALEND-Α2-Σάββατο-09,0,0,0,0,0,1,0,20161203,20170701
CALEND-Α3-Καθημερινή-06,1,1,1,1,1,0,0,20161201,20170630
CALEND-Α3-Κυριακή-05,0,0,0,0,0,0,1,20161204,20170625
CALEND-Α3-Σάββατο-05,0,0,0,0,0,1,0,20161203,20170701
CALEND-Α5-Καθημερινή-13,1,1,1,1,1,0,0,20161201,20170630
CALEND-Α5-Κυριακή-12,0,0,0,0,0,0,1,20161204,20170625
CALEND-Α5-Σάββατο-09,0,0,0,0,0,1,0,20161203,20170701
CALEND-Α7-Καθημερινή-07,1,1,1,1,1,0,0,20161201,20170630
CALEND-Α7-Κυριακή-05,0,0,0,0,0,0,1,20161204,20170625
CALEND-Α7-Σάββατο-06,0,0,0,0,0,1,0,20161203,20170701
CALEND-Α8-Καθημερινή-11,1,1,1,1,1,0,0,20161201,20170630
CALEND-Α8-Κυριακή-09,0,0,0,0,0,0,1,20161204,20170625
CALEND-Α8-Σάββατο-08,0,0,0,0,0,1,0,20161203,20170701
CALEND-Β1-Καθημερινή-13,1,1,1,1,1,0,0,20161201,20170630
CALEND-Β1-Κυριακή-11,0,0,0,0,0,0,1,20161204,20170625
CALEND-Β1-Σάββατο-10,0,0,0,0,0,1,0,20161203,20170701
CALEND-Β12-Καθημερινή-12,1,1,1,1,1,0,0,20161201,20170630
CALEND-Β12-Κυριακή-09,0,0,0,0,0,0,1,20161204,20170625
CALEND-Β12-Σάββατο-08,0,0,0,0,0,1,0,20161203,20170701
CALEND-Β15-Ε15-Καθημερινή-08,1,1,1,1,1,0,0,20161201,20170630
CALEND-Β15-Ε15-Κυριακή-06,0,0,0,0,0,0,1,20161204,20170625
CALEND-Β15-Ε15-Σάββατο-04,0,0,0,0,0,1,0,20161203,20170701
CALEND-Β18-Γ18-Καθημερινή-11,1,1,1,1,1,0,0,20161201,20170630
CALEND-Β18-Γ18-Κυριακή-09,0,0,0,0,0,0,1,20161204,20170625
CALEND-Β18-Γ18-Σάββατο-10,0,0,0,0,0,1,0,20161203,20170701
CALEND-Β2-Καθημερινή-09,1,1,1,1,1,0,0,20161201,20170630
CALEND-Β2-Κυριακή-10,0,0,0,0,0,0,1,20161204,20170625
CALEND-Β2-Σάββατο-07,0,0,0,0,0,1,0,20161203,20170701
CALEND-Β5-Καθημερινή-10,1,1,1,1,1,0,0,20161201,20170630
CALEND-Β5-Κυριακή-07,0,0,0,0,0,0,1,20161204,20170625
CALEND-Β5-Σάββατο-07,0,0,0,0,0,1,0,20161203,20170701
CALEND-Β9-Καθημερινή-03,1,1,1,1,1,0,0,20161201,20170630
CALEND-Β9-Κυριακή-03,0,0,0,0,0,0,1,20161204,20170625
CALEND-Β9-Σάββατο-03,0,0,0,0,0,1,0,20161203,20170701
CALEND-Γ10-Καθημερινή-07,1,1,1,1,1,0,0,20161201,20170630
CALEND-Γ10-Κυριακή-07,0,0,0,0,0,0,1,20161204,20170625
CALEND-Γ10-Σάββατο-06,0,0,0,0,0,1,0,20161203,20170701
CALEND-Γ12-Καθημερινή-09,1,1,1,1,1,0,0,20161201,20170630
CALEND-Γ12-Κυριακή-06,0,0,0,0,0,0,1,20161204,20170625
CALEND-Γ12-Σάββατο-07,0,0,0,0,0,1,0,20161203,20170701
CALEND-Γ16-866-Καθημερινή-01,1,1,1,1,1,0,0,20161201,20170630
CALEND-Γ16-866-Κυριακή-01,0,0,0,0,0,0,1,20161204,20170625
CALEND-Γ16-866-Σάββατο-01,0,0,0,0,0,1,0,20161203,20170701
CALEND-Γ9-Καθημερινή-10,1,1,1,1,1,0,0,20161201,20170630
CALEND-Γ9-Κυριακή-07,0,0,0,0,0,0,1,20161204,20170625
CALEND-Γ9-Σάββατο-05,0,0,0,0,0,1,0,20161203,20170701
CALEND-Ε14-Καθημερινή-09,1,1,1,1,1,0,0,20161201,20170630
CALEND-ΣΜΕΣΟΓ-Καθημερινή-02,1,1,1,1,1,0,0,20161201,20170630
CALEND-ΣΜΕΣΟΓ-Κυριακή-02,0,0,0,0,0,0,1,20161204,20170625
CALEND-ΣΜΕΣΟΓ-Σάββατο-02,0,0,0,0,0,1,0,20161203,20170701
CALEND-ΤΟΠΘΡΙΑ-Κυριακή-15,0,0,0,0,0,0,1,20161204,20170625
CALEND-Χ14-7-ημέρες-03,1,1,1,1,1,1,1,20161201,20170701
CALEND-Χ93-7-ημέρες-12,1,1,1,1,1,1,1,20161201,20170701
CALEND-Χ95-7-ημέρες-05,1,1,1,1,1,1,1,20161201,20170701
CALEND-Χ96-7-ημέρες-08,1,1,1,1,1,1,1,20161201,20170701
CALEND-Χ97-7-ημέρες-15,1,1,1,1,1,1,1,20161201,20170701
CΗΛΠΑΠ-1-Καθημερινή-08,1,1,1,1,1,0,0,20161201,20170630
CΗΛΠΑΠ-1-Κυριακή-06,0,0,0,0,0,0,1,20161204,20170625
CΗΛΠΑΠ-1-Σάββατο-07,0,0,0,0,0,1,0,20161203,20170701
CΗΛΠΑΠ-10-Καθημερινή-09,1,1,1,1,1,0,0,20161201,20170630
CΗΛΠΑΠ-10-Κυριακή-08,0,0,0,0,0,0,1,20161204,20170625
CΗΛΠΑΠ-10-Σάββατο-07,0,0,0,0,0,1,0,20161203,20170701
CΗΛΠΑΠ-11-Καθημερινή-11,1,1,1,1,1,0,0,20161201,20170630
CΗΛΠΑΠ-11-Κυριακή-10,0,0,0,0,0,0,1,20161204,20170625
CΗΛΠΑΠ-11-Σάββατο-10,0,0,0,0,0,1,0,20161203,20170701
CΗΛΠΑΠ-12-Καθημερινή-09,1,1,1,1,1,0,0,20161201,20170630
CΗΛΠΑΠ-12-Κυριακή-08,0,0,0,0,0,0,1,20161204,20170625
CΗΛΠΑΠ-12-Σάββατο-07,0,0,0,0,0,1,0,20161203,20170701
CΗΛΠΑΠ-15-Καθημερινή-06,1,1,1,1,1,0,0,20161201,20170630
CΗΛΠΑΠ-15-Κυριακή-06,0,0,0,0,0,0,1,20161204,20170625
CΗΛΠΑΠ-15-Σάββατο-06,0,0,0,0,0,1,0,20161203,20170701
CΗΛΠΑΠ-16-Καθημερινή-05,1,1,1,1,1,0,0,20161201,20170630
CΗΛΠΑΠ-16-Κυριακή-05,0,0,0,0,0,0,1,20161204,20170625
CΗΛΠΑΠ-16-Σάββατο-05,0,0,0,0,0,1,0,20161203,20170701
CΗΛΠΑΠ-17-Καθημερινή-07,1,1,1,1,1,0,0,20161201,20170630
CΗΛΠΑΠ-17-Κυριακή-06,0,0,0,0,0,0,1,20161204,20170625
CΗΛΠΑΠ-17-Σάββατο-06,0,0,0,0,0,1,0,20161203,20170701
CΗΛΠΑΠ-18-19-Καθημερινή-08,1,1,1,1,1,0,0,20161201,20170630
CΗΛΠΑΠ-18-19-Κυριακή-08,0,0,0,0,0,0,1,20161204,20170625
CΗΛΠΑΠ-18-19-Σάββατο-08,0,0,0,0,0,1,0,20161203,20170701
CΗΛΠΑΠ-2-4-Καθημερινή-10,1,1,1,1,1,0,0,20161201,20170630
CΗΛΠΑΠ-2-4-Κυριακή-06,0,0,0,0,0,0,1,20161204,20170625
CΗΛΠΑΠ-2-4-Σάββατο-08,0,0,0,0,0,1,0,20161203,20170701
CΗΛΠΑΠ-20-Καθημερινή-06,1,1,1,1,1,0,0,20161201,20170630
CΗΛΠΑΠ-20-Κυριακή-06,0,0,0,0,0,0,1,20161204,20170625
CΗΛΠΑΠ-20-Σάββατο-06,0,0,0,0,0,1,0,20161203,20170701
CΗΛΠΑΠ-21-Καθημερινή-06,1,1,1,1,1,0,0,20161201,20170630
CΗΛΠΑΠ-21-Κυριακή-08,0,0,0,0,0,0,1,20161204,20170625
CΗΛΠΑΠ-21-Σάββατο-06,0,0,0,0,0,1,0,20161203,20170701
CΗΛΠΑΠ-24-Καθημερινή-06,1,1,1,1,1,0,0,20161201,20170630
CΗΛΠΑΠ-24-Κυριακή-05,0,0,0,0,0,0,1,20161204,20170625
CΗΛΠΑΠ-24-Σάββατο-05,0,0,0,0,0,1,0,20161203,20170701
CΗΛΠΑΠ-25-Καθημερινή-08,1,1,1,1,1,0,0,20161201,20170630
CΗΛΠΑΠ-25-Κυριακή-06,0,0,0,0,0,0,1,20161204,20170625
CΗΛΠΑΠ-25-Σάββατο-07,0,0,0,0,0,1,0,20161203,20170701
CΗΛΠΑΠ-3-Καθημερινή-09,1,1,1,1,1,0,0,20161201,20170630
CΗΛΠΑΠ-3-Κυριακή-07,0,0,0,0,0,0,1,20161204,20170625
CΗΛΠΑΠ-3-Σάββατο-08,0,0,0,0,0,1,0,20161203,20170701
CΗΛΠΑΠ-5-Καθημερινή-08,1,1,1,1,1,0,0,20161201,20170630
CΗΛΠΑΠ-5-Κυριακή-07,0,0,0,0,0,0,1,20161204,20170625
CΗΛΠΑΠ-5-Σάββατο-09,0,0,0,0,0,1,0,20161203,20170701
ΤΗΛΕΜΑ-14-Καθημερινή-30,1,1,1,1,1,0,0,20161201,20170630
ΤΗΛΕΜΑ-14-Κυριακή-30,0,0,0,0,0,0,1,20161204,20170625
ΤΗΛΕΜΑ-14-Σάββατο-30,0,0,0,0,0,1,0,20161203,20170701
ΤΗΛΕΜΑ-6-Καθημερινή-30,1,1,1,1,1,0,0,20161201,20170630
ΤΗΛΕΜΑ-6-Κυριακή-30,0,0,0,0,0,0,1,20161204,20170625
ΤΗΛΕΜΑ-6-Σάββατο-30,0,0,0,0,0,1,0,20161203,20170701
ΤΗΛΕΜΑ-Μ1-Καθημερινή-32,1,1,1,1,1,0,0,20161201,20170630
ΤΗΛΕΜΑ-Μ1-Σαβ/Κυρ-32,0,0,0,0,0,1,1,20161203,20170625
ΤΗΛΕΜΑ-Μ2-Δευ-Πεμ-31,1,1,1,1,0,0,0,20161201,20170629
ΤΗΛΕΜΑ-Μ2-Κυριακή-30,0,0,0,0,0,0,1,20161204,20170625
ΤΗΛΕΜΑ-Μ2-Παρασκευή-31,0,0,0,0,1,0,0,20161202,20170630
ΤΗΛΕΜΑ-Μ2-Σάββατο-30,0,0,0,0,0,1,0,20161203,20170624
ΤΗΛΕΜΑ-Μ3-Δευ-Πεμ-31,1,1,1,1,0,0,0,20161201,20170629
ΤΗΛΕΜΑ-Μ3-Κυριακή-30,0,0,0,0,0,0,1,20161204,20170625
ΤΗΛΕΜΑ-Μ3-Παρασκευή-31,0,0,0,0,1,0,0,20161202,20170630
ΤΗΛΕΜΑ-Μ3-Σάββατο-30,0,0,0,0,0,1,0,20161203,20170624
ΤΗΛΕΜΑ-Τ3-Δευ-Πεμ-02,1,1,1,1,0,0,0,20161201,20170629
ΤΗΛΕΜΑ-Τ3-Κυριακή-02,0,0,0,0,0,0,1,20161204,20170625
ΤΗΛΕΜΑ-Τ3-Παρασκευή-02,0,0,0,0,1,0,0,20161202,20170630
ΤΗΛΕΜΑ-Τ3-Σάββατο-02,0,0,0,0,0,1,0,20161203,20170624
ΤΗΛΕΜΑ-Τ4-Δευ-Πεμ-03,1,1,1,1,0,0,0,20161201,20170629
ΤΗΛΕΜΑ-Τ4-Κυριακή-03,0,0,0,0,0,0,1,20161204,20170625
ΤΗΛΕΜΑ-Τ4-Παρασκευή-03,0,0,0,0,1,0,0,20161202,20170630
ΤΗΛΕΜΑ-Τ4-Σάββατο-03,0,0,0,0,0,1,0,20161203,20170624
ΤΗΛΕΜΑ-Τ5-Δευ-Πεμ-04,1,1,1,1,0,0,0,20161201,20170629
ΤΗΛΕΜΑ-Τ5-Κυριακή-04,0,0,0,0,0,0,1,20161204,20170625
ΤΗΛΕΜΑ-Τ5-Παρασκευή-04,0,0,0,0,1,0,0,20161202,20170630
ΤΗΛΕΜΑ-Τ5-Σάββατο-03,0,0,0,0,0,1,0,20161203,20170624
