shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
ΑΘΗΝΧΑΛΚ,38.2539278,23.6881699,1257
ΑΘΗΝΧΑΛΚ,38.2540221,23.6891913,1260
ΑΘΗΝΧΑΛΚ,38.25413,23.6899895,1263
ΑΘΗΝΧΑΛΚ,38.2541704,23.6904702,1266
ΑΘΗΝΧΑΛΚ,38.2541704,23.6910538,1269
ΑΘΗΝΧΑΛΚ,38.2541367,23.6915001,1272
ΑΘΗΝΧΑΛΚ,38.2540491,23.6919722,1275
ΑΘΗΝΧΑΛΚ,38.2539547,23.6923842,1278
ΑΘΗΝΧΑΛΚ,38.2538334,23.6927619,1281
ΑΘΗΝΧΑΛΚ,38.2537256,23.6930022,1284
ΑΘΗΝΧΑΛΚ,38.2535975,23.693294,1287
ΑΘΗΝΧΑΛΚ,38.2533751,23.6936802,1290
ΑΘΗΝΧΑΛΚ,38.2531324,23.6940321,1293
ΑΘΗΝΧΑΛΚ,38.2528359,23.6943583,1296
ΑΘΗΝΧΑΛΚ,38.2524652,23.6946759,1299
ΑΘΗΝΧΑΛΚ,38.2521686,23.6949076,1302
ΑΘΗΝΧΑΛΚ,38.2517642,23.6951308,1305
ΑΘΗΝΧΑΛΚ,38.2507599,23.6955771,1308
ΑΘΗΝΧΑΛΚ,38.2505382,23.6956698,1311
ΑΘΗΝΧΑΛΚ,38.2491949,23.696226,1314
ΑΘΗΝΧΑΛΚ,38.2484411,23.696547,1317
ΑΘΗΝΧΑΛΚ,38.2480772,23.6967358,1320
ΑΘΗΝΧΑΛΚ,38.2476727,23.6970105,1323
ΑΘΗΝΧΑΛΚ,38.2472885,23.6973538,1326
ΑΘΗΝΧΑΛΚ,38.2469649,23.69768,1329
ΑΘΗΝΧΑΛΚ,38.2466346,23.6981177,1332
ΑΘΗΝΧΑΛΚ,38.2463785,23.6985468,1335
ΑΘΗΝΧΑΛΚ,38.2460752,23.6991477,1338
ΑΘΗΝΧΑΛΚ,38.2458527,23.6997141,1341
ΑΘΗΝΧΑΛΚ,38.2456842,23.700315,1344
ΑΘΗΝΧΑΛΚ,38.2455831,23.7008471,1347
ΑΘΗΝΧΑΛΚ,38.2455292,23.701302,1350
ΑΘΗΝΧΑΛΚ,38.2455022,23.7019286,1353
ΑΘΗΝΧΑΛΚ,38.2455224,23.702907,1356
ΑΘΗΝΧΑΛΚ,38.2455224,23.7032504,1359
ΑΘΗΝΧΑΛΚ,38.2455022,23.7036967,1362
ΑΘΗΝΧΑΛΚ,38.2454617,23.7041087,1365
ΑΘΗΝΧΑΛΚ,38.2453943,23.7045378,1368
ΑΘΗΝΧΑΛΚ,38.2453,23.7049069,1371
ΑΘΗΝΧΑΛΚ,38.2451854,23.7053275,1374
ΑΘΗΝΧΑΛΚ,38.2450371,23.7057995,1377
ΑΘΗΝΧΑΛΚ,38.2449023,23.7063231,1380
ΑΘΗΝΧΑΛΚ,38.2447944,23.7068724,1383
ΑΘΗΝΧΑΛΚ,38.2447203,23.7075076,1386
ΑΘΗΝΧΑΛΚ,38.2447,23.7081084,1389
ΑΘΗΝΧΑΛΚ,38.2447,23.7088465,1392
ΑΘΗΝΧΑΛΚ,38.2446865,23.7095418,1395
ΑΘΗΝΧΑΛΚ,38.2446528,23.710031,1398
ΑΘΗΝΧΑΛΚ,38.2445854,23.7105116,1401
ΑΘΗΝΧΑΛΚ,38.2444776,23.711061,1404
ΑΘΗΝΧΑΛΚ,38.244336,23.7116875,1407
ΑΘΗΝΧΑΛΚ,38.2441608,23.7123227,1410
ΑΘΗΝΧΑΛΚ,38.2438372,23.713181,1413
ΑΘΗΝΧΑΛΚ,38.2435743,23.7137904,1416
ΑΘΗΝΧΑΛΚ,38.2432575,23.7144255,1419
ΑΘΗΝΧΑΛΚ,38.2429946,23.7148718,1422
ΑΘΗΝΧΑΛΚ,38.2427721,23.7152581,1425
ΑΘΗΝΧΑΛΚ,38.2424283,23.7157387,1428
ΑΘΗΝΧΑΛΚ,38.2416733,23.7167429,1431
ΑΘΗΝΧΑΛΚ,38.2413093,23.7172665,1434
ΑΘΗΝΧΑΛΚ,38.2410261,23.7177386,1437
ΑΘΗΝΧΑΛΚ,38.2407969,23.7182021,1440
ΑΘΗΝΧΑΛΚ,38.2406082,23.7186312,1443
ΑΘΗΝΧΑΛΚ,38.2404801,23.7190003,1446
ΑΘΗΝΧΑΛΚ,38.2403385,23.7194123,1449
ΑΘΗΝΧΑΛΚ,38.2402104,23.7199187,1452
ΑΘΗΝΧΑΛΚ,38.239934,23.7210001,1455
ΑΘΗΝΧΑΛΚ,38.2395633,23.7223391,1458
ΑΘΗΝΧΑΛΚ,38.2389835,23.724545,1461
ΑΘΗΝΧΑΛΚ,38.238788,23.7251715,1464
ΑΘΗΝΧΑΛΚ,38.2386397,23.7256007,1467
ΑΘΗΝΧΑΛΚ,38.2384914,23.7260642,1470
ΑΘΗΝΧΑΛΚ,38.2382756,23.7265963,1473
ΑΘΗΝΧΑΛΚ,38.237979,23.7273087,1476
ΑΘΗΝΧΑΛΚ,38.2377768,23.7277979,1479
ΑΘΗΝΧΑΛΚ,38.2376352,23.7281842,1482
ΑΘΗΝΧΑΛΚ,38.2374801,23.7286992,1485
ΑΘΗΝΧΑΛΚ,38.2373655,23.7292056,1488
ΑΘΗΝΧΑΛΚ,38.2372981,23.7296776,1491
ΑΘΗΝΧΑΛΚ,38.2372374,23.7304244,1494
ΑΘΗΝΧΑΛΚ,38.2372442,23.7310338,1497
ΑΘΗΝΧΑΛΚ,38.2372914,23.7315573,1500
ΑΘΗΝΧΑΛΚ,38.237406,23.7321581,1503
ΑΘΗΝΧΑΛΚ,38.2375408,23.7328276,1506
ΑΘΗΝΧΑΛΚ,38.2376487,23.733334,1509
ΑΘΗΝΧΑΛΚ,38.2378442,23.7342438,1512
ΑΘΗΝΧΑΛΚ,38.2379116,23.7346558,1515
ΑΘΗΝΧΑΛΚ,38.2379858,23.7351193,1518
ΑΘΗΝΧΑΛΚ,38.2380195,23.735497,1521
ΑΘΗΝΧΑΛΚ,38.238033,23.7360034,1524
ΑΘΗΝΧΑΛΚ,38.2380127,23.7364583,1527
ΑΘΗΝΧΑΛΚ,38.237979,23.7368531,1530
ΑΘΗΝΧΑΛΚ,38.2379251,23.7372221,1533
ΑΘΗΝΧΑΛΚ,38.2378307,23.7376513,1536
ΑΘΗΝΧΑΛΚ,38.2376824,23.7383122,1539
ΑΘΗΝΧΑΛΚ,38.2375745,23.7388529,1542
ΑΘΗΝΧΑΛΚ,38.2375139,23.7393593,1545
ΑΘΗΝΧΑΛΚ,38.2374936,23.7399994,1548
ΑΘΗΝΧΑΛΚ,38.2375071,23.740561,1551
ΑΘΗΝΧΑΛΚ,38.2375341,23.741342,1554
ΑΘΗΝΧΑΛΚ,38.2377026,23.7462172,1557
ΑΘΗΝΧΑΛΚ,38.2377161,23.7469382,1560
ΑΘΗΝΧΑΛΚ,38.2377498,23.7475905,1563
ΑΘΗΝΧΑΛΚ,38.2378037,23.7483887,1566
ΑΘΗΝΧΑΛΚ,38.2378914,23.7494616,1569
ΑΘΗΝΧΑΛΚ,38.237979,23.7504057,1572
ΑΘΗΝΧΑΛΚ,38.2380532,23.7512469,1575
ΑΘΗΝΧΑΛΚ,38.2380801,23.7517361,1578
ΑΘΗΝΧΑΛΚ,38.2380936,23.7522168,1581
ΑΘΗΝΧΑΛΚ,38.2380869,23.7527918,1584
ΑΘΗΝΧΑΛΚ,38.2380532,23.7534527,1587
ΑΘΗΝΧΑΛΚ,38.2379521,23.7545256,1590
ΑΘΗΝΧΑΛΚ,38.2378307,23.7557873,1593
ΑΘΗΝΧΑΛΚ,38.2376757,23.7572722,1596
ΑΘΗΝΧΑΛΚ,38.237615,23.758079,1599
ΑΘΗΝΧΑΛΚ,38.237615,23.7589116,1602
ΑΘΗΝΧΑΛΚ,38.2376285,23.7594523,1605
ΑΘΗΝΧΑΛΚ,38.2376689,23.7600789,1608
ΑΘΗΝΧΑΛΚ,38.2378037,23.7610316,1611
ΑΘΗΝΧΑΛΚ,38.2378712,23.7616324,1614
ΑΘΗΝΧΑΛΚ,38.2379116,23.7620959,1617
ΑΘΗΝΧΑΛΚ,38.2379183,23.7624306,1620
ΑΘΗΝΧΑΛΚ,38.2379116,23.7627997,1623
ΑΘΗΝΧΑΛΚ,38.2378846,23.7632546,1626
ΑΘΗΝΧΑΛΚ,38.2378374,23.763555,1629
ΑΘΗΝΧΑΛΚ,38.2377161,23.7643361,1632
ΑΘΗΝΧΑΛΚ,38.2374734,23.7655377,1635
ΑΘΗΝΧΑΛΚ,38.2373049,23.7663874,1638
ΑΘΗΝΧΑΛΚ,38.2372105,23.7670311,1641
ΑΘΗΝΧΑΛΚ,38.2371633,23.7675375,1644
ΑΘΗΝΧΑΛΚ,38.2371296,23.7679581,1647
ΑΘΗΝΧΑΛΚ,38.2371026,23.7684817,1650
ΑΘΗΝΧΑΛΚ,38.2370959,23.7693314,1653
ΑΘΗΝΧΑΛΚ,38.2371161,23.7699666,1656
ΑΘΗΝΧΑΛΚ,38.2371903,23.7707905,1659
ΑΘΗΝΧΑΛΚ,38.2373858,23.7723097,1662
ΑΘΗΝΧΑΛΚ,38.2374532,23.7729191,1665
ΑΘΗΝΧΑΛΚ,38.2375206,23.7735886,1668
ΑΘΗΝΧΑΛΚ,38.2375341,23.7740349,1671
ΑΘΗΝΧΑΛΚ,38.2375273,23.7745156,1674
ΑΘΗΝΧΑΛΚ,38.2374869,23.775022,1677
ΑΘΗΝΧΑΛΚ,38.2374262,23.7754168,1680
ΑΘΗΝΧΑΛΚ,38.2373183,23.7758803,1683
ΑΘΗΝΧΑΛΚ,38.2372172,23.7761979,1686
ΑΘΗΝΧΑΛΚ,38.2370285,23.7766957,1689
ΑΘΗΝΧΑΛΚ,38.2367925,23.7772622,1692
ΑΘΗΝΧΑΛΚ,38.2365093,23.7779574,1695
ΑΘΗΝΧΑΛΚ,38.2363341,23.778438,1698
ΑΘΗΝΧΑΛΚ,38.2360914,23.7792363,1701
ΑΘΗΝΧΑΛΚ,38.2359768,23.7796568,1704
ΑΘΗΝΧΑΛΚ,38.2358487,23.7801976,1707
ΑΘΗΝΧΑΛΚ,38.2357475,23.7807211,1710
ΑΘΗΝΧΑΛΚ,38.2356532,23.781322,1713
ΑΘΗΝΧΑΛΚ,38.2355857,23.7819142,1716
ΑΘΗΝΧΑΛΚ,38.2355385,23.7824549,1719
ΑΘΗΝΧΑΛΚ,38.2354779,23.7833046,1722
ΑΘΗΝΧΑΛΚ,38.2354307,23.7839741,1725
ΑΘΗΝΧΑΛΚ,38.2354037,23.7844119,1728
ΑΘΗΝΧΑΛΚ,38.2353633,23.7850728,1731
ΑΘΗΝΧΑΛΚ,38.2353295,23.7857594,1734
ΑΘΗΝΧΑΛΚ,38.2352824,23.7863516,1737
ΑΘΗΝΧΑΛΚ,38.2352015,23.7868924,1740
ΑΘΗΝΧΑΛΚ,38.2351138,23.7873816,1743
ΑΘΗΝΧΑΛΚ,38.2349992,23.7877593,1746
ΑΘΗΝΧΑΛΚ,38.2348374,23.7882227,1749
ΑΘΗΝΧΑΛΚ,38.2346554,23.7886433,1752
ΑΘΗΝΧΑΛΚ,38.2344059,23.7890982,1755
ΑΘΗΝΧΑΛΚ,38.234143,23.7894759,1758
ΑΘΗΝΧΑΛΚ,38.2338329,23.7898364,1761
ΑΘΗΝΧΑΛΚ,38.2335834,23.7900767,1764
ΑΘΗΝΧΑΛΚ,38.2333272,23.7902913,1767
ΑΘΗΝΧΑΛΚ,38.2327609,23.7906518,1770
ΑΘΗΝΧΑΛΚ,38.2325923,23.7907719,1773
ΑΘΗΝΧΑΛΚ,38.2323429,23.7909779,1776
ΑΘΗΝΧΑΛΚ,38.2321136,23.7912011,1779
ΑΘΗΝΧΑΛΚ,38.2318979,23.79145,1782
ΑΘΗΝΧΑΛΚ,38.2317091,23.7916903,1785
ΑΘΗΝΧΑΛΚ,38.2315136,23.7920079,1788
ΑΘΗΝΧΑΛΚ,38.2313383,23.7923426,1791
ΑΘΗΝΧΑΛΚ,38.23119,23.7926945,1794
ΑΘΗΝΧΑΛΚ,38.2310821,23.7929606,1797
ΑΘΗΝΧΑΛΚ,38.2309473,23.7934927,1800
ΑΘΗΝΧΑΛΚ,38.2308798,23.7939477,1803
ΑΘΗΝΧΑΛΚ,38.2308394,23.7943511,1806
ΑΘΗΝΧΑΛΚ,38.2308124,23.7949261,1809
ΑΘΗΝΧΑΛΚ,38.230772,23.7954497,1812
ΑΘΗΝΧΑΛΚ,38.2307248,23.7958703,1815
ΑΘΗΝΧΑΛΚ,38.2305899,23.7964539,1818
ΑΘΗΝΧΑΛΚ,38.2304281,23.797029,1821
ΑΘΗΝΧΑΛΚ,38.2302326,23.7975096,1824
ΑΘΗΝΧΑΛΚ,38.2300033,23.7979731,1827
ΑΘΗΝΧΑΛΚ,38.2297269,23.798428,1830
ΑΘΗΝΧΑΛΚ,38.2294977,23.7987284,1833
ΑΘΗΝΧΑΛΚ,38.2287021,23.7997326,1836
ΑΘΗΝΧΑΛΚ,38.2282908,23.8002562,1839
ΑΘΗΝΧΑΛΚ,38.2280615,23.8006253,1842
ΑΘΗΝΧΑΛΚ,38.2278795,23.8009772,1845
ΑΘΗΝΧΑΛΚ,38.2276502,23.8015265,1848
ΑΘΗΝΧΑΛΚ,38.2275289,23.8019471,1851
ΑΘΗΝΧΑΛΚ,38.2274547,23.8023333,1854
ΑΘΗΝΧΑΛΚ,38.227394,23.8027968,1857
ΑΘΗΝΧΑΛΚ,38.2273805,23.8031916,1860
ΑΘΗΝΧΑΛΚ,38.2274008,23.8037495,1863
ΑΘΗΝΧΑΛΚ,38.2274412,23.8044276,1866
ΑΘΗΝΧΑΛΚ,38.2274749,23.8049597,1869
ΑΘΗΝΧΑΛΚ,38.2274952,23.8055605,1872
ΑΘΗΝΧΑΛΚ,38.2274884,23.8059811,1875
ΑΘΗΝΧΑΛΚ,38.2274615,23.8062901,1878
ΑΘΗΝΧΑΛΚ,38.2274008,23.8068051,1881
ΑΘΗΝΧΑΛΚ,38.2273401,23.8072171,1884
ΑΘΗΝΧΑΛΚ,38.2272659,23.8077578,1887
ΑΘΗΝΧΑΛΚ,38.2271783,23.8083157,1890
ΑΘΗΝΧΑΛΚ,38.2270974,23.8088135,1893
ΑΘΗΝΧΑΛΚ,38.2270502,23.8093543,1896
ΑΘΗΝΧΑΛΚ,38.2270299,23.8097748,1899
ΑΘΗΝΧΑΛΚ,38.2270299,23.8102383,1902
ΑΘΗΝΧΑΛΚ,38.2270636,23.8107018,1905
ΑΘΗΝΧΑΛΚ,38.2271108,23.8111567,1908
ΑΘΗΝΧΑΛΚ,38.2271918,23.8116717,1911
ΑΘΗΝΧΑΛΚ,38.2272929,23.8121953,1914
ΑΘΗΝΧΑΛΚ,38.2274547,23.8128562,1917
ΑΘΗΝΧΑΛΚ,38.2276368,23.8135685,1920
ΑΘΗΝΧΑΛΚ,38.2277446,23.8141179,1923
ΑΘΗΝΧΑΛΚ,38.2277986,23.8147101,1926
ΑΘΗΝΧΑΛΚ,38.2278121,23.8149504,1929
ΑΘΗΝΧΑΛΚ,38.2278121,23.8153023,1932
ΑΘΗΝΧΑΛΚ,38.2277918,23.8157401,1935
ΑΘΗΝΧΑΛΚ,38.2277312,23.8162035,1938
ΑΘΗΝΧΑΛΚ,38.22763,23.8169074,1941
ΑΘΗΝΧΑΛΚ,38.2275424,23.817491,1944
ΑΘΗΝΧΑΛΚ,38.2274884,23.8179631,1947
ΑΘΗΝΧΑΛΚ,38.2274615,23.8184437,1950
ΑΘΗΝΧΑΛΚ,38.2274547,23.8187441,1953
ΑΘΗΝΧΑΛΚ,38.2273805,23.82095,1956
ΑΘΗΝΧΑΛΚ,38.2273333,23.8221516,1959
ΑΘΗΝΧΑΛΚ,38.2273199,23.8228297,1962
ΑΘΗΝΧΑΛΚ,38.2273266,23.8231902,1965
ΑΘΗΝΧΑΛΚ,38.2273401,23.823482,1968
ΑΘΗΝΧΑΛΚ,38.2273805,23.8237738,1971
ΑΘΗΝΧΑΛΚ,38.2274345,23.8240656,1974
ΑΘΗΝΧΑΛΚ,38.2274884,23.8243489,1977
ΑΘΗΝΧΑΛΚ,38.2275828,23.8247609,1980
ΑΘΗΝΧΑΛΚ,38.2280413,23.8267436,1983
ΑΘΗΝΧΑΛΚ,38.2282638,23.8277993,1986
ΑΘΗΝΧΑΛΚ,38.228547,23.8290953,1989
ΑΘΗΝΧΑΛΚ,38.2286346,23.8294987,1992
ΑΘΗΝΧΑΛΚ,38.2287358,23.8299794,1995
ΑΘΗΝΧΑΛΚ,38.2288302,23.8304429,1998
ΑΘΗΝΧΑΛΚ,38.2289111,23.8308978,2001
ΑΘΗΝΧΑΛΚ,38.2289785,23.8313956,2004
ΑΘΗΝΧΑΛΚ,38.229019,23.8318505,2007
ΑΘΗΝΧΑΛΚ,38.2290527,23.8322796,2010
ΑΘΗΝΧΑΛΚ,38.2290999,23.8336787,2013
ΑΘΗΝΧΑΛΚ,38.2291673,23.8357214,2016
ΑΘΗΝΧΑΛΚ,38.2291875,23.8362622,2019
ΑΘΗΝΧΑΛΚ,38.2292347,23.8376441,2022
ΑΘΗΝΧΑΛΚ,38.2292549,23.8381247,2025
ΑΘΗΝΧΑΛΚ,38.229228,23.8387684,2028
ΑΘΗΝΧΑΛΚ,38.229201,23.8392663,2031
ΑΘΗΝΧΑΛΚ,38.2291673,23.8397984,2034
ΑΘΗΝΧΑΛΚ,38.2291066,23.8403477,2037
ΑΘΗΝΧΑΛΚ,38.2290122,23.8408713,2040
ΑΘΗΝΧΑΛΚ,38.2288976,23.841515,2043
ΑΘΗΝΧΑΛΚ,38.2287965,23.8420043,2046
ΑΘΗΝΧΑΛΚ,38.2286818,23.842442,2049
ΑΘΗΝΧΑΛΚ,38.2284391,23.8433089,2052
ΑΘΗΝΧΑΛΚ,38.2282301,23.8439869,2055
ΑΘΗΝΧΑΛΚ,38.2279065,23.8448195,2058
ΑΘΗΝΧΑΛΚ,38.2277379,23.8451457,2061
ΑΘΗΝΧΑΛΚ,38.2273738,23.8458323,2064
ΑΘΗΝΧΑΛΚ,38.2271918,23.8461585,2067
ΑΘΗΝΧΑΛΚ,38.2267872,23.8467764,2070
ΑΘΗΝΧΑΛΚ,38.2259107,23.8480038,2073
ΑΘΗΝΧΑΛΚ,38.2256409,23.8483901,2076
ΑΘΗΝΧΑΛΚ,38.2252701,23.848905,2079
ΑΘΗΝΧΑΛΚ,38.2248588,23.8494544,2082
ΑΘΗΝΧΑΛΚ,38.2246295,23.8497204,2085
ΑΘΗΝΧΑΛΚ,38.2244273,23.849935,2088
ΑΘΗΝΧΑΛΚ,38.2242047,23.8501238,2091
ΑΘΗΝΧΑΛΚ,38.2239957,23.8502697,2094
ΑΘΗΝΧΑΛΚ,38.223726,23.8504414,2097
ΑΘΗΝΧΑΛΚ,38.2233282,23.8506732,2100
ΑΘΗΝΧΑΛΚ,38.2230585,23.8508105,2103
ΑΘΗΝΧΑΛΚ,38.2226336,23.8509221,2106
ΑΘΗΝΧΑΛΚ,38.2222223,23.8509907,2109
ΑΘΗΝΧΑΛΚ,38.2219931,23.8510251,2112
ΑΘΗΝΧΑΛΚ,38.2216694,23.8510079,2115
ΑΘΗΝΧΑΛΚ,38.2212109,23.8509392,2118
ΑΘΗΝΧΑΛΚ,38.2208198,23.8508191,2121
ΑΘΗΝΧΑΛΚ,38.2203545,23.8506131,2124
ΑΘΗΝΧΑΛΚ,38.2199566,23.8503899,2127
ΑΘΗΝΧΑΛΚ,38.2196734,23.8502011,2130
ΑΘΗΝΧΑΛΚ,38.2193339,23.8499797,2133
ΑΘΗΝΧΑΛΚ,38.2190641,23.8498423,2136
ΑΘΗΝΧΑΛΚ,38.2186865,23.8496878,2139
ΑΘΗΝΧΑΛΚ,38.2182549,23.8495848,2142
ΑΘΗΝΧΑΛΚ,38.2178234,23.8495505,2145
ΑΘΗΝΧΑΛΚ,38.2173109,23.8495677,2148
ΑΘΗΝΧΑΛΚ,38.2163668,23.8496278,2151
ΑΘΗΝΧΑΛΚ,38.215834,23.8495848,2154
ΑΘΗΝΧΑΛΚ,38.2154429,23.849499,2157
ΑΘΗΝΧΑΛΚ,38.2150113,23.8493359,2160
ΑΘΗΝΧΑΛΚ,38.214283,23.8489926,2163
ΑΘΗΝΧΑΛΚ,38.2138986,23.8488295,2166
ΑΘΗΝΧΑΛΚ,38.2134265,23.8487265,2169
ΑΘΗΝΧΑΛΚ,38.2130017,23.8486836,2172
ΑΘΗΝΧΑΛΚ,38.2125161,23.8487351,2175
ΑΘΗΝΧΑΛΚ,38.2119429,23.8489068,2178
ΑΘΗΝΧΑΛΚ,38.2115315,23.8490956,2181
ΑΘΗΝΧΑΛΚ,38.2111538,23.8493617,2184
ΑΘΗΝΧΑΛΚ,38.2108234,23.8496707,2187
ΑΘΗΝΧΑΛΚ,38.2100545,23.8506234,2190
ΑΘΗΝΧΑΛΚ,38.2097376,23.8509925,2193
ΑΘΗΝΧΑΛΚ,38.2094678,23.8512671,2196
ΑΘΗΝΧΑΛΚ,38.2091576,23.8515332,2199
ΑΘΗΝΧΑΛΚ,38.2086383,23.8519023,2202
ΑΘΗΝΧΑΛΚ,38.2081729,23.8521426,2205
ΑΘΗΝΧΑΛΚ,38.2063789,23.8527262,2208
ΑΘΗΝΧΑΛΚ,38.2057921,23.8528636,2211
ΑΘΗΝΧΑΛΚ,38.205266,23.8528979,2214
ΑΘΗΝΧΑΛΚ,38.2047872,23.8528464,2217
ΑΘΗΝΧΑΛΚ,38.2043151,23.8527262,2220
ΑΘΗΝΧΑΛΚ,38.2038766,23.852546,2223
ΑΘΗΝΧΑΛΚ,38.2034315,23.8523057,2226
ΑΘΗΝΧΑΛΚ,38.2030268,23.8519967,2229
ΑΘΗΝΧΑΛΚ,38.2027165,23.8517306,2232
ΑΘΗΝΧΑΛΚ,38.2024468,23.8514302,2235
ΑΘΗΝΧΑΛΚ,38.2022174,23.8511555,2238
ΑΘΗΝΧΑΛΚ,38.2019679,23.8507865,2241
ΑΘΗΝΧΑΛΚ,38.2016374,23.8502629,2244
ΑΘΗΝΧΑΛΚ,38.2013069,23.8496278,2247
ΑΘΗΝΧΑΛΚ,38.2010303,23.8490184,2250
ΑΘΗΝΧΑΛΚ,38.2007808,23.8485034,2253
ΑΘΗΝΧΑΛΚ,38.2005312,23.8481343,2256
ΑΘΗΝΧΑΛΚ,38.1992429,23.8463576,2259
ΑΘΗΝΧΑΛΚ,38.1988989,23.8458598,2262
ΑΘΗΝΧΑΛΚ,38.1985144,23.8453877,2265
ΑΘΗΝΧΑΛΚ,38.1979546,23.8448298,2268
ΑΘΗΝΧΑΛΚ,38.1974756,23.8444522,2271
ΑΘΗΝΧΑΛΚ,38.1970507,23.8441775,2274
ΑΘΗΝΧΑΛΚ,38.1965515,23.84392,2277
ΑΘΗΝΧΑΛΚ,38.1959331,23.8436647,2280
ΑΘΗΝΧΑΛΚ,38.1954212,23.8435477,2283
ΑΘΗΝΧΑΛΚ,38.1950958,23.8434995,2286
ΑΘΗΝΧΑΛΚ,38.1945389,23.8434973,2289
ΑΘΗΝΧΑΛΚ,38.1939478,23.8435595,2292
ΑΘΗΝΧΑΛΚ,38.1934727,23.8436096,2295
ΑΘΗΝΧΑΛΚ,38.192731,23.8437469,2298
ΑΘΗΝΧΑΛΚ,38.1558655,23.8705962,2301
ΑΘΗΝΧΑΛΚ,38.155717,23.8706734,2304
ΑΘΗΝΧΑΛΚ,38.1555281,23.8707507,2307
ΑΘΗΝΧΑΛΚ,38.1553121,23.8708022,2310
ΑΘΗΝΧΑΛΚ,38.1553121,23.8708022,2313
ΑΘΗΝΧΑΛΚ,38.1550624,23.8708451,2316
ΑΘΗΝΧΑΛΚ,38.1546911,23.8708365,2319
ΑΘΗΝΧΑΛΚ,38.1542862,23.870785,2322
ΑΘΗΝΧΑΛΚ,38.1540297,23.8707078,2325
ΑΘΗΝΧΑΛΚ,38.1570381,23.8693545,2328
ΑΘΗΝΧΑΛΚ,38.1568171,23.8697379,2331
ΑΘΗΝΧΑΛΚ,38.1565944,23.8699954,2334
ΑΘΗΝΧΑΛΚ,38.1563649,23.8702185,2337
ΑΘΗΝΧΑΛΚ,38.1560815,23.8704674,2340
ΑΘΗΝΧΑΛΚ,38.1558655,23.8705962,2343
ΑΘΗΝΧΑΛΚ,38.1540297,23.8707078,2346
ΑΘΗΝΧΑΛΚ,38.1537058,23.8705533,2349
ΑΘΗΝΧΑΛΚ,38.153321,23.8703044,2352
ΑΘΗΝΧΑΛΚ,38.1529228,23.8700469,2355
ΑΘΗΝΧΑΛΚ,38.1526731,23.869901,2358
ΑΘΗΝΧΑΛΚ,38.1523559,23.869755,2361
ΑΘΗΝΧΑΛΚ,38.1521061,23.8696692,2364
ΑΘΗΝΧΑΛΚ,38.1519239,23.8696177,2367
ΑΘΗΝΧΑΛΚ,38.1517214,23.8695748,2370
ΑΘΗΝΧΑΛΚ,38.1514312,23.8695491,2373
ΑΘΗΝΧΑΛΚ,38.1511005,23.8695834,2376
ΑΘΗΝΧΑΛΚ,38.150817,23.8696435,2379
ΑΘΗΝΧΑΛΚ,38.1505065,23.8697379,2382
ΑΘΗΝΧΑΛΚ,38.1501015,23.8698752,2385
ΑΘΗΝΧΑΛΚ,38.1496088,23.8700297,2388
ΑΘΗΝΧΑΛΚ,38.1492713,23.8700984,2391
ΑΘΗΝΧΑΛΚ,38.1489338,23.8700984,2394
ΑΘΗΝΧΑΛΚ,38.1486773,23.8700726,2397
ΑΘΗΝΧΑΛΚ,38.1483736,23.8700297,2400
ΑΘΗΝΧΑΛΚ,38.1481171,23.8699696,2403
ΑΘΗΝΧΑΛΚ,38.1478876,23.8699181,2406
ΑΘΗΝΧΑΛΚ,38.1476513,23.8698065,2409
ΑΘΗΝΧΑΛΚ,38.1474556,23.8696864,2412
ΑΘΗΝΧΑΛΚ,38.1471856,23.8695147,2415
ΑΘΗΝΧΑΛΚ,38.1469696,23.8693516,2418
ΑΘΗΝΧΑΛΚ,38.1467468,23.8691542,2421
ΑΘΗΝΧΑΛΚ,38.1464836,23.8688624,2424
ΑΘΗΝΧΑΛΚ,38.1462878,23.8686221,2427
ΑΘΗΝΧΑΛΚ,38.1460786,23.8682873,2430
ΑΘΗΝΧΑΛΚ,38.1458963,23.8679955,2433
ΑΘΗΝΧΑΛΚ,38.1457411,23.8676865,2436
ΑΘΗΝΧΑΛΚ,38.1454508,23.8667252,2439
ΑΘΗΝΧΑΛΚ,38.1453631,23.8663476,2442
ΑΘΗΝΧΑΛΚ,38.1452213,23.8659012,2445
ΑΘΗΝΧΑΛΚ,38.1450661,23.8654893,2448
ΑΘΗΝΧΑΛΚ,38.1448568,23.8650601,2451
ΑΘΗΝΧΑΛΚ,38.1446341,23.8646395,2454
ΑΘΗΝΧΑΛΚ,38.1434595,23.8630173,2457
ΑΘΗΝΧΑΛΚ,38.142798,23.8620389,2460
ΑΘΗΝΧΑΛΚ,38.1419474,23.8607857,2463
ΑΘΗΝΧΑΛΚ,38.1415762,23.8603137,2466
ΑΘΗΝΧΑΛΚ,38.1413466,23.8600133,2469
ΑΘΗΝΧΑΛΚ,38.1411171,23.8597644,2472
ΑΘΗΝΧΑΛΚ,38.1404691,23.8592322,2475
ΑΘΗΝΧΑΛΚ,38.1404425,23.8592165,2478
ΑΘΗΝΧΑΛΚ,38.1393957,23.8586056,2481
ΑΘΗΝΧΑΛΚ,38.1373502,23.8575156,2484
ΑΘΗΝΧΑΛΚ,38.1364778,23.8568937,2487
ΑΘΗΝΧΑΛΚ,38.1360288,23.856635,2490
