trip_id,arrival_time,departure_time,stop_id,stop_sequence
2590,14:06:00,14:06:00,ΑΔΕΝ,12
2590,14:16:00,14:16:00,ΣΙΝΔ,13
2590,14:28:00,14:28:00,ΘΕΣΣ,14
2591,12:58:00,12:58:00,ΘΕΣΣ,1
2591,13:07:00,13:07:00,ΣΙΝΔ,2
2591,13:17:00,13:17:00,ΑΔΕΝ,3
2591,13:23:00,13:23:00,ΠΛΤΥ,4
2591,13:31:00,13:31:00,ΑΙΓΝ,5
2591,13:41:00,13:41:00,ΚΟΡΟ,6
2591,13:47:00,13:47:00,ΚΑΤΕ,7
2591,13:57:00,13:57:00,ΛΙΤΟ,8
2591,14:01:00,14:01:00,ΛΕΠΤ,9
2591,14:08:00,14:08:00,ΝΠΟΡ,10
2591,14:15:00,14:15:00,ΡΑΨΑ,11
2591,14:33:00,14:33:00,ΛΑΡΙ,12
2592,14:50:00,14:50:00,ΛΑΡΙ,1
2592,15:06:00,15:06:00,ΡΑΨΑ,2
2592,15:13:00,15:13:00,ΝΠΟΡ,3
2592,15:19:00,15:19:00,ΛΕΠΤ,4
2592,15:25:00,15:25:00,ΛΙΤΟ,5
2592,15:34:00,15:34:00,ΚΑΤΕ,6
2592,15:40:00,15:40:00,ΚΟΡΟ,7
2592,15:50:00,15:50:00,ΑΙΓΝ,8
2592,15:59:00,15:59:00,ΠΛΤΥ,9
2592,16:04:00,16:04:00,ΑΔΕΝ,10
2592,16:14:00,16:14:00,ΣΙΝΔ,11
2592,16:26:00,16:26:00,ΘΕΣΣ,12
2593,14:25:00,14:25:00,ΘΕΣΣ,1
2593,14:34:00,14:34:00,ΣΙΝΔ,2
2593,14:44:00,14:44:00,ΑΔΕΝ,3
2593,14:50:00,14:50:00,ΠΛΤΥ,4
2593,14:58:00,14:58:00,ΑΙΓΝ,5
2593,15:08:00,15:08:00,ΚΟΡΟ,6
2593,15:14:00,15:14:00,ΚΑΤΕ,7
2593,15:24:00,15:24:00,ΛΙΤΟ,8
2593,15:28:00,15:28:00,ΛΕΠΤ,9
2593,15:35:00,15:35:00,ΝΠΟΡ,10
2593,15:42:00,15:42:00,ΡΑΨΑ,11
2593,16:00:00,16:00:00,ΛΑΡΙ,12
2594,16:45:00,16:45:00,ΛΑΡΙ,1
2594,17:01:00,17:01:00,ΡΑΨΑ,2
2594,17:08:00,17:08:00,ΝΠΟΡ,3
2594,17:14:00,17:14:00,ΛΕΠΤ,4
2594,17:20:00,17:20:00,ΛΙΤΟ,5
2594,17:29:00,17:29:00,ΚΑΤΕ,6
2594,17:35:00,17:35:00,ΚΟΡΟ,7
2594,17:45:00,17:45:00,ΑΙΓΝ,8
2594,17:54:00,17:54:00,ΠΛΤΥ,9
2594,17:59:00,17:59:00,ΑΔΕΝ,10
2594,18:09:00,18:09:00,ΣΙΝΔ,11
2594,18:21:00,18:21:00,ΘΕΣΣ,12
2597,17:14:00,17:14:00,ΘΕΣΣ,1
2597,17:23:00,17:23:00,ΣΙΝΔ,2
2597,17:33:00,17:33:00,ΑΔΕΝ,3
2597,17:39:00,17:39:00,ΠΛΤΥ,4
2597,17:47:00,17:47:00,ΑΙΓΝ,5
2597,17:57:00,17:57:00,ΚΟΡΟ,6
2597,18:03:00,18:03:00,ΚΑΤΕ,7
2597,18:13:00,18:13:00,ΛΙΤΟ,8
2597,18:17:00,18:17:00,ΛΕΠΤ,9
2597,18:24:00,18:24:00,ΝΠΟΡ,10
2597,18:31:00,18:31:00,ΡΑΨΑ,11
2597,18:49:00,18:49:00,ΛΑΡΙ,12
2598,19:00:00,19:00:00,ΛΑΡΙ,1
2598,19:16:00,19:16:00,ΡΑΨΑ,2
2598,19:23:00,19:23:00,ΝΠΟΡ,3
2598,19:29:00,19:29:00,ΛΕΠΤ,4
2598,19:35:00,19:35:00,ΛΙΤΟ,5
2598,19:44:00,19:44:00,ΚΑΤΕ,6
2598,19:50:00,19:50:00,ΚΟΡΟ,7
2598,20:00:00,20:00:00,ΑΙΓΝ,8
2598,20:09:00,20:09:00,ΠΛΤΥ,9
2598,20:14:00,20:14:00,ΑΔΕΝ,10
2598,20:24:00,20:24:00,ΣΙΝΔ,11
2598,20:36:00,20:36:00,ΘΕΣΣ,12
2599,18:37:00,18:37:00,ΘΕΣΣ,1
2599,18:46:00,18:46:00,ΣΙΝΔ,2
2599,18:56:00,18:56:00,ΑΔΕΝ,3
2599,19:02:00,19:02:00,ΠΛΤΥ,4
2599,19:10:00,19:10:00,ΑΙΓΝ,5
2599,19:20:00,19:20:00,ΚΟΡΟ,6
2599,19:26:00,19:26:00,ΚΑΤΕ,7
2599,19:36:00,19:36:00,ΛΙΤΟ,8
2599,19:40:00,19:40:00,ΛΕΠΤ,9
2599,19:47:00,19:47:00,ΝΠΟΡ,10
2599,19:54:00,19:54:00,ΡΑΨΑ,11
2599,20:14:00,20:14:00,ΛΑΡΙ,12
2599,20:16:00,20:16:00,ΜΕΖΟ,13
2599,20:22:00,20:22:00,ΚΡΑΝ,14
2599,20:24:00,20:24:00,ΔΟΞΑ,15
2599,20:29:00,20:29:00,ΟΡΦΑ,16
2599,20:36:00,20:36:00,ΠΑΛΦ,17
3334,12:49:00,12:49:00,ΔΙΑΚ,1
3334,13:00:00,13:00:00,ΝΙΑΜ,2
3334,13:22:00,13:22:00,ΤΡΚΛ,3
3334,13:36:00,13:36:00,ΜΕΣΠ,4
3334,13:42:00,13:42:00,ΧΣ70,5
3334,13:49:00,13:49:00,ΚΕΡΠ,6
3334,13:59:00,13:59:00,ΚΑΛΒ,7
3335,14:03:00,14:03:00,ΚΑΛΒ,1
3335,14:10:00,14:10:00,ΚΕΡΠ,2
3335,14:17:00,14:17:00,ΧΣ70,3
3335,14:23:00,14:23:00,ΜΕΣΠ,4
3335,14:40:00,14:40:00,ΤΡΚΛ,5
3335,14:59:00,14:59:00,ΝΙΑΜ,6
3335,15:13:00,15:13:00,ΔΙΑΚ,7
3338,15:30:00,15:30:00,ΔΙΑΚ,1
3338,15:41:00,15:41:00,ΝΙΑΜ,2
3338,16:04:00,16:04:00,ΤΡΚΛ,3
3338,16:18:00,16:18:00,ΜΕΣΠ,4
3338,16:24:00,16:24:00,ΧΣ70,5
3338,16:31:00,16:31:00,ΚΕΡΠ,6
3338,16:41:00,16:41:00,ΚΑΛΒ,7
3339,17:23:00,17:23:00,ΚΑΛΒ,1
3339,17:30:00,17:30:00,ΚΕΡΠ,2
3339,17:39:00,17:39:00,ΧΣ70,3
3339,17:45:00,17:45:00,ΜΕΣΠ,4
3339,17:59:00,17:59:00,ΤΡΚΛ,5
3339,18:18:00,18:18:00,ΝΙΑΜ,6
3339,18:32:00,18:32:00,ΔΙΑΚ,7
334,18:30:00,18:30:00,ΘΕΣΣ,1
334,20:12:00,20:12:00,ΕΙΔΟ,2
334,20:46:00,20:46:00,ΓΕΥΓ,3
334,23:14:00,23:14:00,ΣΚΟΠ,4
334,24:24:00,24:24:00,ΤΑΒΑ,5
334,25:10:00,25:10:00,ΠΡΕΣ,6
334,25:42:00,25:42:00,ΡΙΣΤ,7
334,26:00:00,26:00:00,ΒΡΑΒ,8
334,27:25:00,27:25:00,ΛΕΣΚ,9
334,28:22:00,28:22:00,ΒΝΙΣ,10
334,28:51:00,28:51:00,ΑΛΤΣ,11
334,29:26:00,29:26:00,ΣΤΑΛ,12
334,29:33:00,29:33:00,ΣΙΣΕ,13
334,29:48:00,29:48:00,ΠΑΡΣ,14
334,29:58:00,29:58:00,ΚΟΥΠ,15
334,30:15:00,30:15:00,ΤΖΑΓ,16
334,30:36:00,30:36:00,ΛΑΠΟ,17
334,30:59:00,30:59:00,ΒΕΠΛ,18
334,31:11:00,31:11:00,ΠΑΛΑ,19
334,31:31:00,31:31:00,ΜΛΑΝ,20
334,32:22:00,32:22:00,ΠΑΚΟ,21
334,32:42:00,32:42:00,ΜΠΕΟ,22
335,19:50:00,19:50:00,ΜΠΕΟ,1
335,20:11:00,20:11:00,ΠΑΚΟ,2
335,21:00:00,21:00:00,ΜΛΑΝ,3
335,21:20:00,21:20:00,ΠΑΛΑ,4
335,21:31:00,21:31:00,ΒΕΠΛ,5
335,21:48:00,21:48:00,ΛΑΠΟ,6
335,22:08:00,22:08:00,ΤΖΑΓ,7
335,22:24:00,22:24:00,ΚΟΥΠ,8
335,22:33:00,22:33:00,ΠΑΡΣ,9
335,22:51:00,22:51:00,ΣΙΣΕ,10
335,22:57:00,22:57:00,ΣΤΑΛ,11
335,23:33:00,23:33:00,ΑΛΤΣ,12
335,24:18:00,24:18:00,ΒΝΙΣ,13
335,25:03:00,25:03:00,ΛΕΣΚ,14
335,26:34:00,26:34:00,ΒΡΑΒ,15
335,26:52:00,26:52:00,ΡΙΣΤ,16
335,28:00:00,28:00:00,ΠΡΕΣ,17
335,28:45:00,28:45:00,ΤΑΒΑ,18
335,29:45:00,29:45:00,ΣΚΟΠ,19
335,32:23:00,32:23:00,ΓΕΥΓ,20
335,33:00:00,33:00:00,ΕΙΔΟ,21
335,34:07:00,34:07:00,ΘΕΣΣ,22
3520,11:18:00,11:18:00,ΑΘΗΝ,1
3520,11:25:00,11:25:00,ΣΚΑΧ,2
3520,12:04:00,12:04:00,ΟΙΝΟ,3
3520,12:08:00,12:08:00,ΤΑΝΑ,4
3520,12:20:00,12:20:00,ΘΗΒΑ,5
3520,12:30:00,12:30:00,ΑΛΙΑ,6
3520,12:35:00,12:35:00,ΥΨΗΛ,7
3520,12:39:00,12:39:00,ΑΛΑΛ,8
3520,12:45:00,12:45:00,ΛΕΒΑ,9
3520,12:50:00,12:50:00,ΧΑΙΡ,10
3520,12:54:00,12:54:00,ΔΑΥΛ,11
3520,12:59:00,12:59:00,ΠΑΡΟ,12
3520,13:02:00,13:02:00,ΚΗΦΙ,13
3520,13:06:00,13:06:00,ΤΙΘΟ,14
3520,13:20:00,13:20:00,ΑΜΦΙ,15
3520,13:24:00,13:24:00,ΛΙΛΑ,16
3520,13:34:00,13:34:00,ΜΠΡΑ,17
3520,14:02:00,14:02:00,ΛΕΙΑ,18
3521,16:42:00,16:42:00,ΛΕΙΑ,1
3521,17:11:00,17:11:00,ΜΠΡΑ,2
3521,17:18:00,17:18:00,ΛΙΛΑ,3
3521,17:22:00,17:22:00,ΑΜΦΙ,4
3521,17:31:00,17:31:00,ΤΙΘΟ,5
3521,17:34:00,17:34:00,ΚΗΦΙ,6
3521,17:37:00,17:37:00,ΠΑΡΟ,7
3521,17:42:00,17:42:00,ΔΑΥΛ,8
3521,17:46:00,17:46:00,ΧΑΙΡ,9
3521,17:51:00,17:51:00,ΛΕΒΑ,10
3521,17:56:00,17:56:00,ΑΛΑΛ,11
3521,18:00:00,18:00:00,ΥΨΗΛ,12
3521,18:06:00,18:06:00,ΑΛΙΑ,13
3521,18:16:00,18:16:00,ΘΗΒΑ,14
3521,18:28:00,18:28:00,ΤΑΝΑ,15
3521,18:32:00,18:32:00,ΟΙΝΟ,16
3521,19:10:00,19:10:00,ΣΚΑΧ,17
3521,19:21:00,19:21:00,ΑΘΗΝ,18
3590,20:43:00,20:43:00,ΠΑΛΦ,1
3590,20:47:00,20:47:00,ΟΡΦΑ,2
3590,20:50:00,20:50:00,ΔΟΞΑ,3
3590,20:53:00,20:53:00,ΚΡΑΝ,4
3590,20:59:00,20:59:00,ΜΕΖΟ,5
3590,21:07:00,21:07:00,ΛΑΡΙ,6
3590,21:25:00,21:25:00,ΡΑΨΑ,7
3590,21:32:00,21:32:00,ΝΠΟΡ,8
3590,21:38:00,21:38:00,ΛΕΠΤ,9
3590,21:44:00,21:44:00,ΛΙΤΟ,10
3590,21:53:00,21:53:00,ΚΑΤΕ,11
3590,21:59:00,21:59:00,ΚΟΡΟ,12
3590,22:09:00,22:09:00,ΑΙΓΝ,13
3590,22:18:00,22:18:00,ΠΛΤΥ,14
3590,22:23:00,22:23:00,ΑΔΕΝ,15
3590,22:33:00,22:33:00,ΣΙΝΔ,16
3590,22:45:00,22:45:00,ΘΕΣΣ,17
3593,21:47:00,21:47:00,ΘΕΣΣ,1
3593,21:56:00,21:56:00,ΣΙΝΔ,2
3593,22:06:00,22:06:00,ΑΔΕΝ,3
3593,22:12:00,22:12:00,ΠΛΤΥ,4
3593,22:20:00,22:20:00,ΑΙΓΝ,5
3593,22:30:00,22:30:00,ΚΟΡΟ,6
3593,22:36:00,22:36:00,ΚΑΤΕ,7
3593,22:46:00,22:46:00,ΛΙΤΟ,8
3593,22:50:00,22:50:00,ΛΕΠΤ,9
3593,22:57:00,22:57:00,ΝΠΟΡ,10
3593,23:04:00,23:04:00,ΡΑΨΑ,11
3593,23:22:00,23:22:00,ΛΑΡΙ,12
360,06:55:00,06:55:00,ΘΕΣΣ,1
360,09:37:00,09:37:00,ΣΤΡΥ,2
360,09:52:00,09:52:00,ΠΡΟΜ,3
360,10:27:00,10:27:00,ΚΟΥΛ,4
360,10:48:00,10:48:00,ΣΑΝΤ,5
360,11:41:00,11:41:00,ΜΠΛΑ,6
360,13:47:00,13:47:00,ΣΟΦΙ,10
361,15:15:00,15:15:00,ΣΟΦΙ,1
361,17:30:00,17:30:00,ΜΠΛΑ,5
361,18:24:00,18:24:00,ΣΑΝΤ,6
361,19:15:00,19:15:00,ΚΟΥΛ,7
361,19:45:00,19:45:00,ΠΡΟΜ,8
361,20:20:00,20:20:00,ΣΤΡΥ,9
361,22:22:00,22:22:00,ΘΕΣΣ,10
3744,20:56:00,20:56:00,ΕΔΕΣ,1
3744,21:08:00,21:08:00,ΣΚΥΔ,2
3744,21:13:00,21:13:00,ΠΕΤΙ,3
3744,21:16:00,21:16:00,ΕΠΙΣ,4
3744,21:22:00,21:22:00,ΝΑΟΥ,5
3744,21:31:00,21:31:00,ΒΕΡΟ,6
3744,21:35:00,21:35:00,ΜΕΣΗ,7
3744,21:39:00,21:39:00,ΚΟΛΡ,8
3744,21:42:00,21:42:00,ΞΕΧΑ,9
3744,21:45:00,21:45:00,ΚΕΦΧ,10
3744,21:48:00,21:48:00,ΛΟΤΒ,11
3744,21:52:00,21:52:00,ΑΛΕΝ,12
3744,21:57:00,21:57:00,ΛΙΑΝ,13
3744,22:00:00,22:00:00,ΠΛΤΥ,14
3744,22:06:00,22:06:00,ΑΔΕΝ,15
3744,22:18:00,22:18:00,ΣΙΝΔ,16
3744,22:30:00,22:30:00,ΘΕΣΣ,17
3800,10:00:00,10:00:00,ΑΝΛΕ,1
3800,10:48:00,10:48:00,ΓΑΤΖ,2
3800,11:35:00,11:35:00,ΜΗΛΕ,3
3801,15:00:00,15:00:00,ΜΗΛΕ,1
3801,15:53:00,15:53:00,ΓΑΤΖ,2
3801,16:30:00,16:30:00,ΑΝΛΕ,3
4522,05:15:00,05:15:00,ΛΕΙΑ,1
4522,05:17:00,05:17:00,ΧΣ21,2
4522,05:19:00,05:19:00,ΧΣ23,3
4522,05:21:00,05:21:00,ΧΣ22,4
4522,05:23:00,05:23:00,ΛΑΜΙ,5
4522,05:26:00,05:26:00,ΡΟΔΣ,6
4522,05:29:00,05:29:00,ΜΕΓΒ,7
4522,05:40:00,05:40:00,ΑΜΑΡ,8
4522,05:43:00,05:43:00,ΒΑΣΣ,9
4522,05:48:00,05:48:00,ΣΤΥΛ,10
4523,06:07:00,06:07:00,ΣΤΥΛ,1
4523,06:08:00,06:08:00,ΒΑΣΣ,2
4523,06:11:00,06:11:00,ΑΜΑΡ,3
4523,06:22:00,06:22:00,ΜΕΓΒ,4
4523,06:24:00,06:24:00,ΡΟΔΣ,5
4523,06:28:00,06:28:00,ΛΑΜΙ,6
4523,06:30:00,06:30:00,ΧΣ22,7
4523,06:32:00,06:32:00,ΧΣ23,8
4523,06:34:00,06:34:00,ΧΣ21,9
4523,06:39:00,06:39:00,ΛΕΙΑ,10
4524,06:45:00,06:45:00,ΛΕΙΑ,1
4524,06:47:00,06:47:00,ΧΣ21,2
4524,06:49:00,06:49:00,ΧΣ23,3
4524,06:51:00,06:51:00,ΧΣ22,4
4524,06:53:00,06:53:00,ΛΑΜΙ,5
4524,06:56:00,06:56:00,ΡΟΔΣ,6
4524,06:59:00,06:59:00,ΜΕΓΒ,7
4524,07:10:00,07:10:00,ΑΜΑΡ,8
4524,07:13:00,07:13:00,ΒΑΣΣ,9
4524,07:18:00,07:18:00,ΣΤΥΛ,10
4525,07:23:00,07:23:00,ΣΤΥΛ,1
4525,07:24:00,07:24:00,ΒΑΣΣ,2
4525,07:27:00,07:27:00,ΑΜΑΡ,3
4525,07:38:00,07:38:00,ΜΕΓΒ,4
4525,07:40:00,07:40:00,ΡΟΔΣ,5
4525,07:44:00,07:44:00,ΛΑΜΙ,6
4525,07:46:00,07:46:00,ΧΣ22,7
4525,07:48:00,07:48:00,ΧΣ23,8
4525,07:50:00,07:50:00,ΧΣ21,9
4525,07:55:00,07:55:00,ΛΕΙΑ,10
4526,08:15:00,08:15:00,ΛΕΙΑ,1
4526,08:17:00,08:17:00,ΧΣ21,2
4526,08:19:00,08:19:00,ΧΣ23,3
4526,08:21:00,08:21:00,ΧΣ22,4
4526,08:23:00,08:23:00,ΛΑΜΙ,5
4526,08:26:00,08:26:00,ΡΟΔΣ,6
4526,08:29:00,08:29:00,ΜΕΓΒ,7
4526,08:40:00,08:40:00,ΑΜΑΡ,8
4526,08:43:00,08:43:00,ΒΑΣΣ,9
4526,08:48:00,08:48:00,ΣΤΥΛ,10
4527,08:57:00,08:57:00,ΣΤΥΛ,1
4527,08:58:00,08:58:00,ΒΑΣΣ,2
4527,09:01:00,09:01:00,ΑΜΑΡ,3
4527,09:12:00,09:12:00,ΜΕΓΒ,4
4527,09:14:00,09:14:00,ΡΟΔΣ,5
4527,09:18:00,09:18:00,ΛΑΜΙ,6
4527,09:20:00,09:20:00,ΧΣ22,7
4527,09:22:00,09:22:00,ΧΣ23,8
4527,09:24:00,09:24:00,ΧΣ21,9
4527,09:29:00,09:29:00,ΛΕΙΑ,10
4528,10:15:00,10:15:00,ΛΕΙΑ,1
4528,10:17:00,10:17:00,ΧΣ21,2
4528,10:19:00,10:19:00,ΧΣ23,3
4528,10:21:00,10:21:00,ΧΣ22,4
4528,10:24:00,10:24:00,ΛΑΜΙ,5
4529,10:45:00,10:45:00,ΛΑΜΙ,1
4529,10:45:00,10:45:00,ΧΣ22,2
4529,10:46:00,10:46:00,ΧΣ23,3
4529,10:49:00,10:49:00,ΧΣ21,4
4529,10:54:00,10:54:00,ΛΕΙΑ,5
50,07:18:00,07:18:00,ΑΘΗΝ,1
50,07:26:00,07:26:00,ΣΚΑΧ,2
50,08:06:00,08:06:00,ΟΙΝΟ,3
50,08:22:00,08:22:00,ΘΗΒΑ,4
50,08:41:00,08:41:00,ΛΕΒΑ,5
50,09:39:00,09:39:00,ΛΕΙΑ,6
50,10:42:00,10:42:00,ΔΟΜΟ,7
50,10:58:00,10:58:00,ΠΑΛΦ,8
50,11:18:00,11:18:00,ΛΑΡΙ,9
50,11:55:00,11:55:00,ΚΑΤΕ,10
50,12:16:00,12:16:00,ΠΛΤΥ,11
50,12:41:00,12:41:00,ΘΕΣΣ,12
51,05:13:00,05:13:00,ΘΕΣΣ,1
51,05:34:00,05:34:00,ΠΛΤΥ,2
51,05:54:00,05:54:00,ΚΑΤΕ,3
51,06:31:00,06:31:00,ΛΑΡΙ,4
51,06:50:00,06:50:00,ΠΑΛΦ,5
51,07:01:00,07:01:00,ΔΟΜΟ,6
51,08:08:00,08:08:00,ΛΕΙΑ,7
51,09:02:00,09:02:00,ΛΕΒΑ,8
51,09:19:00,09:19:00,ΘΗΒΑ,9
51,09:34:00,09:34:00,ΟΙΝΟ,10
51,10:13:00,10:13:00,ΣΚΑΧ,11
51,10:23:00,10:23:00,ΑΘΗΝ,12
52,10:18:00,10:18:00,ΑΘΗΝ,1
52,10:26:00,10:26:00,ΣΚΑΧ,2
52,11:06:00,11:06:00,ΟΙΝΟ,3
52,11:22:00,11:22:00,ΘΗΒΑ,4
52,11:41:00,11:41:00,ΛΕΒΑ,5
52,12:39:00,12:39:00,ΛΕΙΑ,6
52,13:42:00,13:42:00,ΔΟΜΟ,7
52,13:58:00,13:58:00,ΠΑΛΦ,8
52,14:18:00,14:18:00,ΛΑΡΙ,9
52,14:55:00,14:55:00,ΚΑΤΕ,10
52,15:16:00,15:16:00,ΠΛΤΥ,11
52,15:41:00,15:41:00,ΘΕΣΣ,12
53,07:04:00,07:04:00,ΘΕΣΣ,1
53,07:26:00,07:26:00,ΠΛΤΥ,2
53,07:47:00,07:47:00,ΚΑΤΕ,3
53,08:24:00,08:24:00,ΛΑΡΙ,4
53,08:43:00,08:43:00,ΠΑΛΦ,5
53,08:54:00,08:54:00,ΔΟΜΟ,6
53,10:04:00,10:04:00,ΛΕΙΑ,7
53,10:48:00,10:48:00,ΤΙΘΟ,8
53,10:59:00,10:59:00,ΛΕΒΑ,9
53,11:19:00,11:19:00,ΘΗΒΑ,10
53,11:35:00,11:35:00,ΟΙΝΟ,11
53,12:14:00,12:14:00,ΣΚΑΧ,12
53,12:24:00,12:24:00,ΑΘΗΝ,13
55,10:04:00,10:04:00,ΘΕΣΣ,1
55,10:26:00,10:26:00,ΠΛΤΥ,2
55,10:47:00,10:47:00,ΚΑΤΕ,3
55,11:24:00,11:24:00,ΛΑΡΙ,4
55,11:43:00,11:43:00,ΠΑΛΦ,5
55,11:54:00,11:54:00,ΔΟΜΟ,6
55,13:04:00,13:04:00,ΛΕΙΑ,7
55,13:48:00,13:48:00,ΤΙΘΟ,8
55,13:59:00,13:59:00,ΛΕΒΑ,9
55,14:19:00,14:19:00,ΘΗΒΑ,10
55,14:35:00,14:35:00,ΟΙΝΟ,11
55,15:14:00,15:14:00,ΣΚΑΧ,12
55,15:24:00,15:24:00,ΑΘΗΝ,13
5522,11:15:00,11:15:00,ΛΕΙΑ,1
5522,11:17:00,11:17:00,ΧΣ21,2
5522,11:19:00,11:19:00,ΧΣ23,3
5522,11:21:00,11:21:00,ΧΣ22,4
5522,11:23:00,11:23:00,ΛΑΜΙ,5
5522,11:26:00,11:26:00,ΡΟΔΣ,6
5522,11:29:00,11:29:00,ΜΕΓΒ,7
5522,11:40:00,11:40:00,ΑΜΑΡ,8
5522,11:43:00,11:43:00,ΒΑΣΣ,9
5522,11:48:00,11:48:00,ΣΤΥΛ,10
5523,11:57:00,11:57:00,ΣΤΥΛ,1
5523,11:58:00,11:58:00,ΒΑΣΣ,2
5523,12:01:00,12:01:00,ΑΜΑΡ,3
5523,12:12:00,12:12:00,ΜΕΓΒ,4
5523,12:14:00,12:14:00,ΡΟΔΣ,5
5523,12:18:00,12:18:00,ΛΑΜΙ,6
5523,12:20:00,12:20:00,ΧΣ22,7
5523,12:22:00,12:22:00,ΧΣ23,8
5523,12:24:00,12:24:00,ΧΣ21,9
5523,12:29:00,12:29:00,ΛΕΙΑ,10
5524,13:15:00,13:15:00,ΛΕΙΑ,1
5524,13:17:00,13:17:00,ΧΣ21,2
5524,13:19:00,13:19:00,ΧΣ23,3
5524,13:21:00,13:21:00,ΧΣ22,4
5524,13:23:00,13:23:00,ΛΑΜΙ,5
5524,13:26:00,13:26:00,ΡΟΔΣ,6
5524,13:29:00,13:29:00,ΜΕΓΒ,7
5524,13:40:00,13:40:00,ΑΜΑΡ,8
5524,13:43:00,13:43:00,ΒΑΣΣ,9
5524,13:48:00,13:48:00,ΣΤΥΛ,10
5525,13:57:00,13:57:00,ΣΤΥΛ,1
5525,13:58:00,13:58:00,ΒΑΣΣ,2
5525,14:01:00,14:01:00,ΑΜΑΡ,3
5525,14:12:00,14:12:00,ΜΕΓΒ,4
5525,14:14:00,14:14:00,ΡΟΔΣ,5
5525,14:18:00,14:18:00,ΛΑΜΙ,6
5525,14:20:00,14:20:00,ΧΣ22,7
5525,14:22:00,14:22:00,ΧΣ23,8
5525,14:24:00,14:24:00,ΧΣ21,9
5525,14:29:00,14:29:00,ΛΕΙΑ,10
5526,15:00:00,15:00:00,ΛΕΙΑ,1
5526,15:00:00,15:00:00,ΧΣ21,2
5526,15:02:00,15:02:00,ΧΣ23,3
5526,15:06:00,15:06:00,ΧΣ22,4
5526,15:08:00,15:08:00,ΛΑΜΙ,5
5526,15:11:00,15:11:00,ΡΟΔΣ,6
5526,15:14:00,15:14:00,ΜΕΓΒ,7
5526,15:25:00,15:25:00,ΑΜΑΡ,8
5526,15:28:00,15:28:00,ΒΑΣΣ,9
5526,15:33:00,15:33:00,ΣΤΥΛ,10
5527,15:57:00,15:57:00,ΣΤΥΛ,1
5527,15:58:00,15:58:00,ΒΑΣΣ,2
5527,16:01:00,16:01:00,ΑΜΑΡ,3
5527,16:12:00,16:12:00,ΜΕΓΒ,4
5527,16:14:00,16:14:00,ΡΟΔΣ,5
5527,16:18:00,16:18:00,ΛΑΜΙ,6
5527,16:20:00,16:20:00,ΧΣ22,7
5527,16:22:00,16:22:00,ΧΣ23,8
5527,16:24:00,16:24:00,ΧΣ21,9
5527,16:29:00,16:29:00,ΛΕΙΑ,10
5528,16:50:00,16:50:00,ΛΕΙΑ,1
5528,16:52:00,16:52:00,ΧΣ21,2
5528,16:54:00,16:54:00,ΧΣ23,3
5528,16:56:00,16:56:00,ΧΣ22,4
5528,16:59:00,16:59:00,ΛΑΜΙ,5
5529,17:41:00,17:41:00,ΛΑΜΙ,1
5529,17:41:00,17:41:00,ΧΣ22,2
5529,17:42:00,17:42:00,ΧΣ23,3
5529,17:45:00,17:45:00,ΧΣ21,4
5529,17:50:00,17:50:00,ΛΕΙΑ,5
56,14:18:00,14:18:00,ΑΘΗΝ,1
56,14:25:00,14:25:00,ΣΚΑΧ,2
56,15:06:00,15:06:00,ΟΙΝΟ,3
56,15:22:00,15:22:00,ΘΗΒΑ,4
56,15:41:00,15:41:00,ΛΕΒΑ,5
56,15:53:00,15:53:00,ΤΙΘΟ,6
56,16:39:00,16:39:00,ΛΕΙΑ,7
56,17:23:00,17:23:00,ΑΓΓΕ,8
56,17:47:00,17:47:00,ΔΟΜΟ,9
56,18:03:00,18:03:00,ΠΑΛΦ,10
56,18:22:00,18:22:00,ΛΑΡΙ,11
56,19:00:00,19:00:00,ΚΑΤΕ,12
56,19:21:00,19:21:00,ΠΛΤΥ,13
56,19:46:00,19:46:00,ΘΕΣΣ,14
561,03:25:00,03:25:00,ΛΑΡΙ,1
561,03:40:00,03:40:00,ΟΡΦΑ,2
561,03:58:00,03:58:00,ΠΑΛΦ,3
561,04:08:00,04:08:00,ΣΟΦΑ,4
561,04:18:00,04:18:00,ΚΑΡΔ,5
561,04:24:00,04:24:00,ΦΑΝΑ,6
561,04:29:00,04:29:00,ΜΑΓΟ,7
561,04:37:00,04:37:00,ΤΡΙΚ,8
561,04:54:00,04:54:00,ΚΑΛΑ,9
562,22:47:00,22:47:00,ΠΑΛΦ,1
562,22:51:00,22:51:00,ΟΡΦΑ,2
562,23:10:00,23:10:00,ΛΑΡΙ,3
58,16:16:00,16:16:00,ΑΘΗΝ,1
58,16:22:00,16:22:00,ΣΚΑΧ,2
58,17:04:00,17:04:00,ΟΙΝΟ,3
58,17:19:00,17:19:00,ΘΗΒΑ,4
58,17:39:00,17:39:00,ΛΕΒΑ,5
58,18:09:00,18:09:00,ΜΠΡΑ,6
58,18:37:00,18:37:00,ΛΕΙΑ,7
58,19:40:00,19:40:00,ΔΟΜΟ,8
58,19:56:00,19:56:00,ΠΑΛΦ,9
58,20:15:00,20:15:00,ΛΑΡΙ,10
58,20:53:00,20:53:00,ΚΑΤΕ,11
58,21:14:00,21:14:00,ΠΛΤΥ,12
58,21:39:00,21:39:00,ΘΕΣΣ,13
59,15:04:00,15:04:00,ΘΕΣΣ,1
59,15:26:00,15:26:00,ΠΛΤΥ,2
59,15:47:00,15:47:00,ΚΑΤΕ,3
